03:55,04:20,04:50,05:10,05:50,06:20,06:45,07:05,07:25,07:40,08:00,08:25,08:35,08:45,09:40,10:15,10:45,11:30,12:15,13:00,13:50,14:25,14:50,15:05,15:30,15:40,16:10,16:30,17:00,17:30,18:10,18:25,18:40,19:00,19:25,19:50,20:25,20:45,21:10,22:15,23:10
04:00,04:25,04:55,05:15,05:55,06:25,06:50,07:10,07:30,07:45,08:05,08:30,08:40,08:50,09:45,10:20,10:50,11:35,12:20,13:05,13:55,14:30,14:55,15:10,15:35,15:45,16:15,16:35,17:05,17:35,18:15,18:30,18:45,19:05,19:30,19:55,20:30,20:50,21:15,22:20,23:15
04:06,04:31,05:01,05:21,06:01,06:31,06:56,07:16,07:36,07:51,08:11,08:36,08:46,08:56,09:51,10:26,10:56,11:41,12:26,13:11,14:01,14:36,15:01,15:16,15:41,15:51,16:21,16:41,17:11,17:41,18:21,18:36,18:51,19:11,19:36,20:01,20:36,20:56,21:21,22:26,23:21
04:11,04:36,05:06,05:26,06:06,06:36,07:01,07:21,07:41,07:56,08:16,08:41,08:51,09:01,09:56,10:31,11:01,11:46,12:31,13:16,14:06,14:41,15:06,15:21,15:46,15:56,16:26,16:46,17:16,17:46,18:26,18:41,18:56,19:16,19:41,20:06,20:41,21:01,21:26,22:31,23:26
04:13,04:38,05:08,05:28,06:08,06:38,07:03,07:23,07:43,07:58,08:18,08:43,08:53,09:03,09:58,10:33,11:03,11:48,12:33,13:18,14:08,14:43,15:08,15:23,15:48,15:58,16:28,16:48,17:18,17:48,18:28,18:43,18:58,19:18,19:43,20:08,20:43,21:03,21:28,22:33,23:28
04:16,04:41,05:11,05:31,06:11,06:41,07:06,07:26,07:46,08:01,08:21,08:46,08:56,09:06,10:01,10:36,11:06,11:51,12:36,13:21,14:11,14:46,15:11,15:26,15:51,16:01,16:31,16:51,17:21,17:51,18:31,18:46,19:01,19:21,19:46,20:11,20:46,21:06,21:31,22:36,23:31
04:20,04:45,05:15,05:35,06:15,06:45,07:10,07:30,07:50,08:05,08:25,08:50,09:00,09:10,10:05,10:40,11:10,11:55,12:40,13:25,14:15,14:50,15:15,15:30,15:55,16:05,16:35,16:55,17:25,17:55,18:35,18:50,19:05,19:25,19:50,20:15,20:50,21:10,21:35,22:40,23:35
04:24,04:49,05:19,05:39,06:19,06:49,07:14,07:34,07:54,08:09,08:29,08:54,09:04,09:14,10:09,10:44,11:14,11:59,12:44,13:29,14:19,14:54,15:19,15:34,15:59,16:09,16:39,16:59,17:29,17:59,18:39,18:54,19:09,19:29,19:54,20:19,20:54,21:14,21:39,22:44,23:39
04:28,04:53,05:23,05:43,06:23,06:53,07:18,07:38,07:58,08:13,08:33,08:58,09:08,09:18,10:13,10:48,11:18,12:03,12:48,13:33,14:23,14:58,15:23,15:38,16:03,16:13,16:43,17:03,17:33,18:03,18:43,18:58,19:13,19:33,19:58,20:23,20:58,21:18,21:43,22:48,23:43
04:31,04:56,05:26,05:46,06:26,06:56,07:21,07:41,08:01,08:16,08:36,09:01,09:11,09:21,10:16,10:51,11:21,12:06,12:51,13:36,14:26,15:01,15:26,15:41,16:06,16:16,16:46,17:06,17:36,18:06,18:46,19:01,19:16,19:36,20:01,20:26,21:01,21:21,21:46,22:51,23:46
05:00,05:30,05:45,06:10,06:38,07:19,07:32,07:50,08:10,08:25,08:50,09:10,09:28,09:33,10:35,11:02,11:30,12:17,13:00,13:47,14:35,15:15,15:45,15:50,16:15,16:27,17:00,17:32,17:46,18:15,18:55,19:15,19:25,19:45,20:10,20:42,21:10,21:30,22:05,23:05,23:55
